date,parcelle_id,latitude,longitude,culture,ndvi,lai,stress_hydrique,biomasse_estimee
2020-03-31,P001,33.85339,-5.515999,Mais,0.384,0.55,0.012,2.1
2020-04-01,P001,33.85339,-5.515999,Ble,0.264,0.41,0.026,1.09
2020-04-02,P001,33.85339,-5.515999,Ble,0.269,0.52,0.018,1.41
2020-04-03,P001,33.85339,-5.515999,Tournesol,0.246,0.36,0.033,0.88
2020-04-04,P001,33.85339,-5.515999,Mais,0.409,0.5,0.043,2.03
2020-04-05,P001,33.85339,-5.515999,Mais,0.355,0.55,0.019,1.96
2020-04-06,P001,33.85339,-5.515999,Ble,0.276,0.41,0.044,1.14
2020-04-07,P001,33.85339,-5.515999,Ble,0.291,0.48,0.012,1.4
2020-04-08,P001,33.85339,-5.515999,Tournesol,0.293,0.35,0.019,1.03
2020-04-09,P001,33.85339,-5.515999,Mais,0.359,0.54,0.055,1.92
2020-04-10,P001,33.85339,-5.515999,Ble,0.281,0.47,0.003,1.32
2020-04-11,P001,33.85339,-5.515999,Ble,0.274,0.49,0.012,1.34
2020-04-12,P001,33.85339,-5.515999,Tournesol,0.271,0.37,0.018,0.99
2020-04-13,P001,33.85339,-5.515999,Tournesol,0.284,0.39,0.032,1.1
2020-04-14,P001,33.85339,-5.515999,Mais,0.33,0.55,0.009,1.83
2020-04-15,P001,33.85339,-5.515999,Ble,0.262,0.44,0.015,1.15
2020-04-16,P001,33.85339,-5.515999,Tournesol,0.258,0.39,0.038,1.01
2020-04-17,P001,33.85339,-5.515999,Mais,0.383,0.54,0.044,2.07
2020-04-18,P001,33.85339,-5.515999,Ble,0.289,0.48,0.025,1.38
2020-04-19,P001,33.85339,-5.515999,Tournesol,0.292,0.37,0.044,1.09
2020-04-20,P001,33.85339,-5.515999,Mais,0.33,0.51,0.029,1.68
2020-04-21,P001,33.85339,-5.515999,Ble,0.263,0.43,0.029,1.12
2020-04-22,P001,33.85339,-5.515999,Tournesol,0.273,0.41,0.016,1.11
2020-04-23,P001,33.85339,-5.515999,Tournesol,0.263,0.4,0.049,1.06
2020-04-24,P001,33.85339,-5.515999,Mais,0.357,0.54,0.038,1.92
2020-04-25,P001,33.85339,-5.515999,Ble,0.257,0.45,0.024,1.15
2020-04-26,P001,33.85339,-5.515999,Ble,0.26,0.5,0.053,1.3
2020-04-27,P001,33.85339,-5.515999,Tournesol,0.277,0.36,0.032,0.99
2020-04-28,P001,33.85339,-5.515999,Tournesol,0.286,0.41,0.054,1.16
2020-04-29,P001,33.85339,-5.515999,Tournesol,0.297,0.45,0.04,1.34
2020-04-30,P001,33.85339,-5.515999,Mais,0.4,0.54,0.04,2.17
2020-05-01,P001,33.85339,-5.515999,Mais,0.391,0.53,0.034,2.08
2020-05-02,P001,33.85339,-5.515999,Mais,0.353,0.61,0.048,2.14
2020-05-03,P001,33.85339,-5.515999,Mais,0.444,0.59,0.04,2.63
2020-05-04,P001,33.85339,-5.515999,Mais,0.391,0.67,0.03,2.6
2020-05-05,P001,33.85339,-5.515999,Mais,0.387,0.72,0.027,2.79
2020-05-06,P001,33.85339,-5.515999,Mais,0.364,0.78,0.022,2.86
2020-05-07,P001,33.85339,-5.515999,Mais,0.389,0.7,0.029,2.71
2020-05-08,P001,33.85339,-5.515999,Mais,0.347,0.72,0.063,2.51
2020-05-09,P001,33.85339,-5.515999,Mais,0.425,0.82,0.014,3.5
2020-05-10,P001,33.85339,-5.515999,Mais,0.393,0.81,0.026,3.19
2020-05-11,P001,33.85339,-5.515999,Mais,0.406,0.9,0.022,3.64
2020-05-12,P001,33.85339,-5.515999,Mais,0.433,0.88,0.052,3.82
2020-05-13,P001,33.85339,-5.515999,Mais,0.41,0.98,0.017,4.02
2020-05-14,P001,33.85339,-5.515999,Mais,0.407,0.98,0.022,3.99
2020-05-15,P001,33.85339,-5.515999,Mais,0.399,0.96,0.017,3.85
2020-05-16,P001,33.85339,-5.515999,Mais,0.41,1.03,0.005,4.21
2020-05-17,P001,33.85339,-5.515999,Mais,0.424,1.0,0.026,4.25
2020-05-18,P001,33.85339,-5.515999,Mais,0.42,1.17,0.01,4.93
2020-05-19,P001,33.85339,-5.515999,Mais,0.415,1.07,0.054,4.44
2020-05-20,P001,33.85339,-5.515999,Mais,0.445,1.13,0.036,5.05
2020-05-21,P001,33.85339,-5.515999,Mais,0.404,1.16,0.014,4.67
2020-05-22,P001,33.85339,-5.515999,Mais,0.47,1.15,0.016,5.42
2020-05-23,P001,33.85339,-5.515999,Mais,0.435,1.28,0.01,5.58
2020-05-24,P001,33.85339,-5.515999,Mais,0.46,1.35,0.018,6.2
2020-05-25,P001,33.85339,-5.515999,Mais,0.447,1.27,0.039,5.68
2020-05-26,P001,33.85339,-5.515999,Mais,0.47,1.31,0.046,6.17
2020-05-27,P001,33.85339,-5.515999,Mais,0.458,1.39,0.029,6.38
2020-05-28,P001,33.85339,-5.515999,Mais,0.519,1.3,0.048,6.75
2020-05-29,P001,33.85339,-5.515999,Mais,0.47,1.29,0.011,6.07
2020-05-30,P001,33.85339,-5.515999,Mais,0.476,1.44,0.034,6.87
2020-05-31,P001,33.85339,-5.515999,Mais,0.447,1.46,0.014,6.51
2020-06-01,P001,33.85339,-5.515999,Mais,0.435,1.63,0.013,7.1
2020-06-02,P001,33.85339,-5.515999,Mais,0.478,1.54,0.031,7.34
2020-06-03,P001,33.85339,-5.515999,Mais,0.479,1.46,0.043,7.0
2020-06-04,P001,33.85339,-5.515999,Mais,0.493,1.61,0.023,7.96
2020-06-05,P001,33.85339,-5.515999,Mais,0.5,1.8,0.014,9.0
2020-06-06,P001,33.85339,-5.515999,Mais,0.528,1.7,0.038,8.97
2020-06-07,P001,33.85339,-5.515999,Mais,0.523,1.64,0.056,8.56
2020-06-08,P001,33.85339,-5.515999,Mais,0.496,1.75,0.029,8.65
2020-06-09,P001,33.85339,-5.515999,Mais,0.492,1.73,0.028,8.5
2020-06-10,P001,33.85339,-5.515999,Mais,0.519,1.71,0.011,8.87
2020-06-11,P001,33.85339,-5.515999,Mais,0.539,1.72,0.003,9.26
2020-06-12,P001,33.85339,-5.515999,Mais,0.502,1.75,0.038,8.8
2020-06-13,P001,33.85339,-5.515999,Mais,0.531,1.92,0.023,10.2
2020-06-14,P001,33.85339,-5.515999,Mais,0.555,1.95,0.002,10.84
2020-06-15,P001,33.85339,-5.515999,Mais,0.527,2.0,0.02,10.56
2020-06-16,P001,33.85339,-5.515999,Mais,0.539,1.93,0.031,10.41
2020-06-17,P001,33.85339,-5.515999,Mais,0.59,2.03,0.041,11.96
2020-06-18,P001,33.85339,-5.515999,Mais,0.584,2.05,0.021,11.99
2020-06-19,P001,33.85339,-5.515999,Mais,0.599,2.06,0.034,12.34
2020-06-20,P001,33.85339,-5.515999,Mais,0.57,2.27,0.044,12.94
2020-06-21,P001,33.85339,-5.515999,Mais,0.526,2.04,0.045,10.75
2020-06-22,P001,33.85339,-5.515999,Mais,0.605,2.11,0.015,12.75
2020-06-23,P001,33.85339,-5.515999,Mais,0.54,2.27,0.005,12.24
2020-06-24,P001,33.85339,-5.515999,Mais,0.535,2.32,0.06,12.42
2020-06-25,P001,33.85339,-5.515999,Mais,0.572,2.1,0.024,12.02
2020-06-26,P001,33.85339,-5.515999,Mais,0.553,2.45,0.01,13.55
2020-06-27,P001,33.85339,-5.515999,Mais,0.596,2.34,0.041,13.92
2020-06-28,P001,33.85339,-5.515999,Mais,0.542,2.4,0.043,13.01
2020-06-29,P001,33.85339,-5.515999,Mais,0.622,2.46,0.021,15.3
2020-06-30,P001,33.85339,-5.515999,Mais,0.617,2.62,0.066,16.18
2020-07-01,P001,33.85339,-5.515999,Mais,0.571,2.69,0.055,15.38
2020-07-02,P001,33.85339,-5.515999,Mais,0.602,2.58,0.005,15.53
2020-07-03,P001,33.85339,-5.515999,Mais,0.597,2.77,0.038,16.51
2020-07-04,P001,33.85339,-5.515999,Mais,0.641,2.66,0.026,17.08
2020-07-05,P001,33.85339,-5.515999,Mais,0.618,2.49,0.022,15.35
2020-07-06,P001,33.85339,-5.515999,Mais,0.561,2.34,0.06,13.13
2020-07-07,P001,33.85339,-5.515999,Mais,0.622,2.84,0.058,17.63
2020-07-08,P001,33.85339,-5.515999,Mais,0.604,2.75,0.016,16.61
2020-07-09,P001,33.85339,-5.515999,Mais,0.656,2.81,0.039,18.43
2020-07-10,P001,33.85339,-5.515999,Mais,0.65,2.77,0.012,18.01
2020-07-11,P001,33.85339,-5.515999,Mais,0.675,2.9,0.051,19.54
2020-07-12,P001,33.85339,-5.515999,Mais,0.691,2.76,0.068,19.08
2020-07-13,P001,33.85339,-5.515999,Mais,0.609,3.04,0.007,18.49
2020-07-14,P001,33.85339,-5.515999,Mais,0.609,3.14,0.014,19.11
2020-07-15,P001,33.85339,-5.515999,Mais,0.655,2.8,0.02,18.37
2020-07-16,P001,33.85339,-5.515999,Mais,0.712,2.92,0.081,20.81
2020-07-17,P001,33.85339,-5.515999,Mais,0.687,3.36,0.049,23.07
2020-07-18,P001,33.85339,-5.515999,Mais,0.695,3.22,0.036,22.39
2020-07-19,P001,33.85339,-5.515999,Mais,0.707,3.38,0.067,23.88
2020-07-20,P001,33.85339,-5.515999,Mais,0.752,3.28,0.05,24.68
2020-07-21,P001,33.85339,-5.515999,Mais,0.685,3.33,0.01,22.83
2020-07-22,P001,33.85339,-5.515999,Mais,0.719,3.21,0.014,23.09
2020-07-23,P001,33.85339,-5.515999,Mais,0.726,3.6,0.039,26.14
2020-07-24,P001,33.85339,-5.515999,Mais,0.689,3.06,0.024,21.11
2020-07-25,P001,33.85339,-5.515999,Mais,0.726,3.3,0.072,23.95
2020-07-26,P001,33.85339,-5.515999,Mais,0.735,3.74,0.053,27.44
2020-07-27,P001,33.85339,-5.515999,Mais,0.658,3.31,0.012,21.77
2020-07-28,P001,33.85339,-5.515999,Mais,0.689,3.37,0.041,23.24
2020-07-29,P001,33.85339,-5.515999,Mais,0.746,3.54,0.056,26.42
2020-07-30,P001,33.85339,-5.515999,Mais,0.776,3.44,0.008,26.73
2020-07-31,P001,33.85339,-5.515999,Mais,0.693,3.61,0.027,25.0
2020-08-01,P001,33.85339,-5.515999,Mais,0.679,3.57,0.04,24.27
2020-08-02,P001,33.85339,-5.515999,Mais,0.761,3.93,0.033,29.95
2020-08-03,P001,33.85339,-5.515999,Mais,0.795,3.64,0.007,28.97
2020-08-04,P001,33.85339,-5.515999,Mais,0.721,3.75,0.025,27.08
2020-08-05,P001,33.85339,-5.515999,Mais,0.781,3.64,0.034,28.48
2020-08-06,P001,33.85339,-5.515999,Mais,0.783,3.53,0.009,27.63
2020-08-07,P001,33.85339,-5.515999,Mais,0.77,3.8,0.009,29.26
2020-08-08,P001,33.85339,-5.515999,Mais,0.709,3.83,0.044,27.17
2020-08-09,P001,33.85339,-5.515999,Mais,0.767,4.18,0.055,32.04
2020-08-10,P001,33.85339,-5.515999,Mais,0.75,4.11,0.027,30.86
2020-08-11,P001,33.85339,-5.515999,Mais,0.829,3.88,0.016,32.17
2020-08-12,P001,33.85339,-5.515999,Mais,0.772,4.14,0.031,31.98
2020-08-13,P001,33.85339,-5.515999,Mais,0.732,3.72,0.042,27.22
2020-08-14,P001,33.85339,-5.515999,Mais,0.776,4.14,0.024,32.11
2020-08-15,P001,33.85339,-5.515999,Mais,0.821,3.83,0.017,31.42
2020-08-16,P001,33.85339,-5.515999,Mais,0.826,4.33,0.035,35.78
2020-08-17,P001,33.85339,-5.515999,Mais,0.851,4.11,0.038,34.97
2020-08-18,P001,33.85339,-5.515999,Mais,0.727,4.06,0.074,29.53
2020-08-19,P001,33.85339,-5.515999,Mais,0.782,4.58,0.053,35.79
2020-08-20,P001,33.85339,-5.515999,Mais,0.784,3.92,0.01,30.73
2020-08-21,P001,33.85339,-5.515999,Mais,0.802,4.53,0.016,36.32
2020-08-22,P001,33.85339,-5.515999,Mais,0.801,4.22,0.046,33.79
2020-08-23,P001,33.85339,-5.515999,Mais,0.802,4.55,0.029,36.48
2020-08-24,P001,33.85339,-5.515999,Mais,0.84,4.44,0.04,37.24
2020-08-25,P001,33.85339,-5.515999,Mais,0.856,4.72,0.01,40.46
2020-08-26,P001,33.85339,-5.515999,Mais,0.824,4.79,0.006,39.43
2020-08-27,P001,33.85339,-5.515999,Mais,0.771,4.53,0.019,34.95
2020-08-28,P001,33.85339,-5.515999,Mais,0.766,4.41,0.051,33.8
2020-08-29,P001,33.85339,-5.515999,Mais,0.898,4.52,0.033,40.64
2020-08-30,P001,33.85339,-5.515999,Mais,0.783,4.91,0.02,38.45
2020-08-31,P001,33.85339,-5.515999,Mais,0.87,4.46,0.035,38.75
2020-09-01,P001,33.85339,-5.515999,Mais,0.915,4.42,0.037,40.49
2020-09-02,P001,33.85339,-5.515999,Mais,0.896,4.27,0.042,38.26
2020-09-03,P001,33.85339,-5.515999,Mais,0.872,5.2,0.006,45.32
2020-09-04,P001,33.85339,-5.515999,Mais,0.873,4.98,0.09,43.46
2020-09-05,P001,33.85339,-5.515999,Mais,0.853,4.92,0.038,41.98
2020-09-06,P001,33.85339,-5.515999,Mais,0.914,4.65,0.031,42.52
2020-09-07,P001,33.85339,-5.515999,Mais,0.959,4.76,0.045,45.65
2020-09-08,P001,33.85339,-5.515999,Mais,0.891,5.03,0.069,44.83
2020-09-09,P001,33.85339,-5.515999,Mais,0.892,4.91,0.075,43.76
2020-09-10,P001,33.85339,-5.515999,Mais,0.816,4.76,0.026,38.86
2020-09-11,P001,33.85339,-5.515999,Mais,0.86,5.09,0.091,43.78
2020-09-12,P001,33.85339,-5.515999,Mais,0.855,4.86,0.028,41.54
2020-09-13,P001,33.85339,-5.515999,Mais,0.9,5.39,0.025,48.49
2020-09-14,P001,33.85339,-5.515999,Mais,0.916,5.54,0.062,50.73
2020-09-15,P001,33.85339,-5.515999,Mais,0.901,5.39,0.045,48.55
2020-09-16,P001,33.85339,-5.515999,Mais,0.848,5.65,0.038,47.88
2020-09-17,P001,33.85339,-5.515999,Mais,0.87,5.6,0.043,48.74
2020-09-18,P001,33.85339,-5.515999,Mais,0.864,5.51,0.054,47.58
2020-09-19,P001,33.85339,-5.515999,Mais,0.935,4.98,0.007,46.53
2020-09-20,P001,33.85339,-5.515999,Mais,0.891,6.05,0.031,53.9
2020-09-21,P001,33.85339,-5.515999,Mais,0.888,4.76,0.032,42.29
2020-09-22,P001,33.85339,-5.515999,Mais,0.95,5.23,0.057,49.68
2020-09-23,P001,33.85339,-5.515999,Mais,0.991,5.05,0.08,50.06
2020-09-24,P001,33.85339,-5.515999,Mais,0.916,5.54,0.03,50.78
2020-09-25,P001,33.85339,-5.515999,Mais,0.926,5.03,0.009,46.51
2020-09-26,P001,33.85339,-5.515999,Mais,0.862,5.56,0.039,47.95
2020-09-27,P001,33.85339,-5.515999,Mais,0.965,6.55,0.023,63.2
2020-09-28,P001,33.85339,-5.515999,Mais,1.0,5.34,0.003,53.42
2020-09-29,P001,33.85339,-5.515999,Mais,0.88,5.1,0.047,44.84
2020-09-30,P001,33.85339,-5.515999,Mais,0.919,6.45,0.045,59.32
2020-10-01,P001,33.85339,-5.515999,Ble,0.333,0.55,0.068,1.84
2020-10-02,P001,33.85339,-5.515999,Tournesol,0.338,0.46,0.064,1.54
2020-10-03,P001,33.85339,-5.515999,Mais,0.441,0.59,0.035,2.61
2020-10-04,P001,33.85339,-5.515999,Ble,0.32,0.59,0.027,1.87
2020-10-05,P001,33.85339,-5.515999,Tournesol,0.301,0.48,0.087,1.44
2020-10-06,P001,33.85339,-5.515999,Tournesol,0.341,0.47,0.062,1.59
2020-10-07,P001,33.85339,-5.515999,Mais,0.479,0.65,0.09,3.12
2020-10-08,P001,33.85339,-5.515999,Mais,0.453,0.76,0.047,3.43
2020-10-09,P001,33.85339,-5.515999,Ble,0.322,0.53,0.028,1.71
2020-10-10,P001,33.85339,-5.515999,Tournesol,0.343,0.41,0.054,1.4
2020-10-11,P001,33.85339,-5.515999,Mais,0.46,0.62,0.027,2.86
2020-10-12,P001,33.85339,-5.515999,Ble,0.302,0.56,0.047,1.68
2020-10-13,P001,33.85339,-5.515999,Tournesol,0.298,0.41,0.028,1.22
2020-10-14,P001,33.85339,-5.515999,Mais,0.433,0.66,0.049,2.88
2020-10-15,P001,33.85339,-5.515999,Ble,0.326,0.55,0.054,1.78
2020-10-16,P001,33.85339,-5.515999,Tournesol,0.346,0.43,0.025,1.48
2020-10-17,P001,33.85339,-5.515999,Tournesol,0.302,0.46,0.072,1.39
2020-10-18,P001,33.85339,-5.515999,Mais,0.422,0.67,0.034,2.82
2020-10-19,P001,33.85339,-5.515999,Ble,0.321,0.53,0.037,1.71
2020-10-20,P001,33.85339,-5.515999,Tournesol,0.323,0.43,0.013,1.4
2020-10-21,P001,33.85339,-5.515999,Mais,0.434,0.6,0.035,2.6
2020-10-22,P001,33.85339,-5.515999,Ble,0.331,0.56,0.034,1.87
2020-10-23,P001,33.85339,-5.515999,Ble,0.343,0.56,0.029,1.91
2020-10-24,P001,33.85339,-5.515999,Tournesol,0.317,0.4,0.039,1.28
2020-10-25,P001,33.85339,-5.515999,Mais,0.451,0.63,0.036,2.86
2020-10-26,P001,33.85339,-5.515999,Mais,0.433,0.69,0.016,2.97
2020-10-27,P001,33.85339,-5.515999,Mais,0.431,0.63,0.056,2.73
2020-10-28,P001,33.85339,-5.515999,Ble,0.333,0.53,0.087,1.77
2020-10-29,P001,33.85339,-5.515999,Tournesol,0.348,0.44,0.056,1.53
2020-10-30,P001,33.85339,-5.515999,Mais,0.401,0.64,0.032,2.57
2020-10-31,P001,33.85339,-5.515999,Ble,0.309,0.55,0.018,1.69
2020-11-01,P001,33.85339,-5.515999,Ble,0.329,0.56,0.054,1.84
2020-11-02,P001,33.85339,-5.515999,Ble,0.319,0.63,0.019,2.02
2020-11-03,P001,33.85339,-5.515999,Ble,0.307,0.61,0.028,1.88
2020-11-04,P001,33.85339,-5.515999,Ble,0.339,0.67,0.026,2.28
2020-11-05,P001,33.85339,-5.515999,Ble,0.328,0.68,0.028,2.25
2020-11-06,P001,33.85339,-5.515999,Ble,0.352,0.69,0.072,2.42
2020-11-07,P001,33.85339,-5.515999,Ble,0.318,0.75,0.017,2.4
2020-11-08,P001,33.85339,-5.515999,Ble,0.338,0.75,0.016,2.55
2020-11-09,P001,33.85339,-5.515999,Ble,0.357,0.76,0.016,2.7
2020-11-10,P001,33.85339,-5.515999,Ble,0.362,0.85,0.06,3.08
2020-11-11,P001,33.85339,-5.515999,Ble,0.352,0.83,0.055,2.93
2020-11-12,P001,33.85339,-5.515999,Ble,0.329,0.91,0.025,2.99
2020-11-13,P001,33.85339,-5.515999,Ble,0.349,0.97,0.066,3.39
2020-11-14,P001,33.85339,-5.515999,Ble,0.353,0.92,0.022,3.23
2020-11-15,P001,33.85339,-5.515999,Ble,0.344,0.94,0.014,3.22
2020-11-16,P001,33.85339,-5.515999,Ble,0.33,1.01,0.028,3.32
2020-11-17,P001,33.85339,-5.515999,Ble,0.344,0.91,0.015,3.15
2020-11-18,P001,33.85339,-5.515999,Ble,0.401,1.04,0.024,4.16
2020-11-19,P001,33.85339,-5.515999,Ble,0.35,1.1,0.025,3.86
2020-11-20,P001,33.85339,-5.515999,Ble,0.355,1.15,0.019,4.08
2020-11-21,P001,33.85339,-5.515999,Ble,0.376,1.04,0.025,3.91
2020-11-22,P001,33.85339,-5.515999,Ble,0.367,1.21,0.049,4.42
2020-11-23,P001,33.85339,-5.515999,Ble,0.382,1.2,0.023,4.6
2020-11-24,P001,33.85339,-5.515999,Ble,0.423,1.19,0.02,5.02
2020-11-25,P001,33.85339,-5.515999,Ble,0.368,1.25,0.069,4.6
2020-11-26,P001,33.85339,-5.515999,Ble,0.383,1.13,0.041,4.33
2020-11-27,P001,33.85339,-5.515999,Ble,0.384,1.27,0.025,4.9
2020-11-28,P001,33.85339,-5.515999,Ble,0.365,1.16,0.009,4.23
2020-11-29,P001,33.85339,-5.515999,Ble,0.405,1.3,0.006,5.26
